/* DATA DESCRIPTION:
Citation:	Augustin, Laurent; Barbante, Carlo; Barnes, Piers R F; Barnola, Jean-Marc; Bigler, Matthias; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Delmonte, Barbara; Dreyfus, Gabrielle; Durand, Gael; Falourd, Sonia; Fischer, Hubertus; Flückiger, Jacqueline; Hansson, Margareta E; Huybrechts, Philippe; Jugie, Gérard; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaufmann, Patrik R; Kipfstuhl, Sepp; Lambert, Fabrice; Lipenkov, Vladimir Ya; Littot, Geneviève C; Longinelli, Antonio; Lorrain, Reginald D; Maggi, Valter; Masson-Delmotte, Valerie; Miller, Heinrich; Mulvaney, Robert; Oerlemans, Johannes; Oerter, Hans; Orombelli, Giuseppe; Parrenin, Frédéric; Peel, David A; Petit, Jean Robert; Raynaud, Dominique; Ritz, Catherine; Ruth, Urs; Schwander, Jakob; Siegenthaler, Urs; Souchez, Roland A; Stauffer, Bernhard; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tabacco, Ignazio; Udisti, Roberto; van de Wal, Roderik S W; van den Broeke, Michiel R; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric William; Zucchelli, Mario (2004): Deuterium data from EPICA Dome C ice core EDC, 6.6-3140.5 metres [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.198743, 
	In supplement to: Augustin, L et al. (2004): Eight glacial cycles from an Antarctic ice core. Nature, 429(6992), 623-628, https://doi.org/10.1038/nature02599
Further details:	Documentation of EPICA Dome C. hdl:10013/epic.32364.d001
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 8.525 m * MAXIMUM DEPTH, ice/snow: 3138.570 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Ages are also given, showing the age-depth relationship used.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Depth, top/min [m] (Depth top) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr)
	Depth, bottom/max [m] (Depth bot) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr)
	Age, minimum/young [ka] (Age min) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: Age (years before 1950 on EDC2 timescale) at top of averaging interval
	Age, maximum/old [ka] (Age max) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: Age (years before 1950 on EDC2 timescale) at bottom of averaging interval
	δ Deuterium [‰ SMOW] (δD) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Isotope ratio mass spectrometry (URI: https://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	4070 data points
*/
Depth ice/snow [m]	Age [ka BP]	Depth top [m]	Depth bot [m]	Age min [ka]	Age max [ka]	δD [‰ SMOW]
2449.430	292.436000	2447.50	2451.35	291.74800	293.12400	-426.58
2453.280	293.875000	2451.35	2455.20	293.12400	294.62700	-432.52
2457.120	295.346000	2455.20	2459.05	294.62700	296.06500	-429.20
2460.970	296.793000	2459.05	2462.90	296.06500	297.52100	-427.91
2464.820	298.283000	2462.90	2466.75	297.52100	299.04400	-430.76
2468.680	299.757000	2466.75	2470.60	299.04400	300.46900	-426.19
2472.530	301.227000	2470.60	2474.45	300.46900	301.98500	-429.87
2476.380	302.716000	2474.45	2478.30	301.98500	303.44800	-426.73
2480.220	304.154000	2478.30	2482.15	303.44800	304.86000	-422.51
2484.070	305.551000	2482.15	2486.00	304.86000	306.24200	-420.07
2487.930	307.050000	2486.00	2489.85	306.24200	307.85700	-430.52
2491.780	308.648000	2489.85	2493.70	307.85700	309.43900	-429.03
2495.620	310.231000	2493.70	2497.55	309.43900	311.02200	-430.09
2499.470	311.774000	2497.55	2501.40	311.02200	312.52600	-425.82
2503.320	313.224000	2501.40	2505.25	312.52600	313.92200	-420.33
2507.180	314.567000	2505.25	2509.10	313.92200	315.21200	-414.11
2511.030	315.833000	2509.10	2512.95	315.21200	316.45400	-411.95
2514.880	317.079000	2512.95	2516.80	316.45400	317.70300	-410.13
2518.720	318.399000	2516.80	2520.65	317.70300	319.09600	-418.41
2522.570	319.834000	2520.65	2524.50	319.09600	320.57100	-423.24
2526.430	321.253000	2524.50	2528.35	320.57100	321.93500	-416.72
2530.280	322.566000	2528.35	2532.20	321.93500	323.19700	-411.47
2534.120	323.779000	2532.20	2536.05	323.19700	324.36000	-406.05
2537.970	324.899000	2536.05	2539.90	324.36000	325.43800	-399.26
2541.820	325.965000	2539.90	2543.75	325.43800	326.49200	-397.41
2545.680	326.996000	2543.75	2547.60	326.49200	327.50000	-394.31
2549.530	328.008000	2547.60	2551.45	327.50000	328.51600	-394.86
2553.380	329.015000	2551.45	2555.30	328.51600	329.51400	-393.33
2557.220	330.006000	2555.30	2559.15	329.51400	330.49800	-392.25
2561.070	330.983000	2559.15	2563.00	330.49800	331.46800	-390.83
2564.930	331.964000	2563.00	2566.85	331.46800	332.46100	-392.95
2568.780	332.924000	2566.85	2570.70	332.46100	333.38700	-387.97
2572.620	333.796000	2570.70	2574.55	333.38700	334.20600	-377.78
2576.470	334.578000	2574.55	2578.40	334.20600	334.95000	-369.07
2580.320	335.332000	2578.40	2582.25	334.95000	335.71300	-369.24
2584.180	336.146000	2582.25	2586.10	335.71300	336.57800	-378.23
2588.030	337.104000	2586.10	2589.95	336.57800	337.63100	-391.48
2591.880	338.251000	2589.95	2593.80	337.63100	338.87100	-403.29
2595.720	339.603000	2593.80	2597.65	338.87100	340.33500	-413.06
2599.570	341.287000	2597.65	2601.50	340.33500	342.23900	-430.03
2603.430	343.363000	2601.50	2605.35	342.23900	344.48700	-442.39
2607.280	345.578000	2605.35	2609.20	344.48700	346.66900	-439.96
2611.120	347.738000	2609.20	2613.05	346.66900	348.80700	-436.94
2614.970	349.786000	2613.05	2616.90	348.80700	350.76500	-432.98
2618.820	351.745000	2616.90	2620.75	350.76500	352.72400	-431.52
2622.680	353.767000	2620.75	2624.60	352.72400	354.80900	-436.45
2626.530	355.941000	2624.60	2628.45	354.80900	357.07300	-440.49
2630.380	358.225000	2628.45	2632.30	357.07300	359.37700	-441.79
2634.220	360.499000	2632.30	2636.15	359.37700	361.62100	-439.09
2638.070	362.681000	2636.15	2640.00	361.62100	363.74100	-434.65
2641.930	364.774000	2640.00	2643.85	363.74100	365.80800	-431.92
2645.780	366.848000	2643.85	2647.70	365.80800	367.88800	-432.18
2649.620	368.940000	2647.70	2651.55	367.88800	369.99200	-433.05
2653.470	370.949000	2651.55	2655.40	369.99200	371.90600	-426.45
2657.320	372.831000	2655.40	2659.25	371.90600	373.75600	-422.39
2661.180	374.817000	2659.25	2663.10	373.75600	375.87900	-432.15
2665.030	376.906000	2663.10	2666.95	375.87900	377.93200	-429.58
2668.880	378.909000	2666.95	2670.80	377.93200	379.88500	-426.19
2672.720	380.771000	2670.80	2674.65	379.88500	381.65700	-418.74
2676.570	382.567000	2674.65	2678.50	381.65700	383.47800	-419.59
2680.430	384.390000	2678.50	2682.35	383.47800	385.30200	-420.60
2684.280	386.171000	2682.35	2686.20	385.30200	387.04100	-414.89
2688.120	388.083000	2686.20	2690.05	387.04100	389.12500	-426.10
2691.970	390.113000	2690.05	2693.90	389.12500	391.10200	-422.48
2695.820	391.997000	2693.90	2697.75	391.10200	392.89200	-414.63
2699.680	393.678000	2697.75	2701.60	392.89200	394.46300	-404.32
2703.530	395.200000	2701.60	2705.45	394.46300	395.93600	-399.12
2707.380	396.652000	2705.45	2709.30	395.93600	397.36800	-396.35
2711.220	398.078000	2709.30	2713.15	397.36800	398.78800	-394.83
2715.070	399.462000	2713.15	2717.00	398.78800	400.13700	-390.92
2718.930	400.793000	2717.00	2720.85	400.13700	401.44900	-388.52
2722.780	402.084000	2720.85	2724.70	401.44900	402.72000	-385.26
2726.620	403.358000	2724.70	2728.55	402.72000	403.99500	-385.39
2730.470	404.618000	2728.55	2732.40	403.99500	405.24200	-382.96
2734.320	405.866000	2732.40	2736.25	405.24200	406.49000	-383.34
2738.180	407.118000	2736.25	2740.10	406.49000	407.74600	-382.98
2742.030	408.392000	2740.10	2743.95	407.74600	409.03900	-384.31
2745.880	409.713000	2743.95	2747.80	409.03900	410.38700	-386.61
2749.720	411.099000	2747.80	2751.65	410.38700	411.81200	-390.62
2753.570	412.544000	2751.65	2755.50	411.81200	413.27600	-391.78
2757.430	414.029000	2755.50	2759.35	413.27600	414.78200	-393.15
2761.280	415.543000	2759.35	2763.20	414.78200	416.30500	-392.29
2765.120	417.101000	2763.20	2767.05	416.30500	417.89800	-395.56
2768.970	418.764000	2767.05	2770.90	417.89800	419.63000	-400.21
2772.820	420.526000	2770.90	2774.75	419.63000	421.42200	-402.62
2776.680	422.295000	2774.75	2778.60	421.42200	423.16800	-397.19
2780.530	424.299000	2778.60	2782.45	423.16800	425.43000	-414.82
2784.380	426.957000	2782.45	2786.30	425.43000	428.48400	-434.75
2788.220	430.191000	2786.30	2790.15	428.48400	431.89800	-443.04
2792.070	433.634000	2790.15	2794.00	431.89800	435.36900	-442.95
2795.930	436.925000	2794.00	2797.85	435.36900	438.48200	-435.37
2799.780	439.997000	2797.85	2801.70	438.48200	441.51200	-432.53
2803.620	443.057000	2801.70	2805.55	441.51200	444.60100	-433.59
2807.470	446.078000	2805.55	2809.40	444.60100	447.55500	-429.91
2811.320	449.207000	2809.40	2813.25	447.55500	450.85800	-438.89
2815.180	452.413000	2813.25	2817.10	450.85800	453.96800	-433.10
2819.030	455.522000	2817.10	2820.95	453.96800	457.07500	-434.73
2822.880	458.366000	2820.95	2824.80	457.07500	459.65700	-418.64
2826.720	460.956000	2824.80	2828.65	459.65700	462.25500	-420.09
2830.570	463.574000	2828.65	2832.50	462.25500	464.89200	-420.98
2834.430	466.111000	2832.50	2836.35	464.89200	467.33000	-414.38
2838.280	468.509000	2836.35	2840.20	467.33000	469.68800	-411.36
2842.120	470.793000	2840.20	2844.05	469.68800	471.89700	-406.11
2845.970	473.025000	2844.05	2847.90	471.89700	474.15300	-406.39
2849.820	475.344000	2847.90	2851.75	474.15300	476.53400	-410.29
2853.680	477.752000	2851.75	2855.60	476.53400	478.97000	-411.30
2857.530	480.231000	2855.60	2859.45	478.97000	481.49100	-413.64
2861.380	482.810000	2859.45	2863.30	481.49100	484.13000	-416.90
2865.220	485.457000	2863.30	2867.15	484.13000	486.78400	-416.91
2869.070	488.149000	2867.15	2871.00	486.78400	489.51300	-417.94
2872.930	491.003000	2871.00	2874.85	489.51300	492.49300	-424.33
2876.780	493.966000	2874.85	2878.70	492.49300	495.44000	-423.04
2880.620	496.860000	2878.70	2882.55	495.44000	498.27900	-418.90
2884.470	499.643000	2882.55	2886.40	498.27900	501.00700	-416.41
2888.320	502.339000	2886.40	2890.25	501.00700	503.67000	-413.20
2892.180	505.015000	2890.25	2894.10	503.67000	506.36100	-413.56
2896.030	507.810000	2894.10	2897.95	506.36100	509.25900	-418.34
2899.880	510.726000	2897.95	2901.80	509.25900	512.19200	-419.35
2903.720	513.730000	2901.80	2905.65	512.19200	515.26800	-420.59
2907.570	517.058000	2905.65	2909.50	515.26800	518.84900	-431.16
2911.430	520.643000	2909.50	2913.35	518.84900	522.43700	-429.67
2915.280	524.306000	2913.35	2917.20	522.43700	526.17400	-433.02
2919.120	528.105000	2917.20	2921.05	526.17400	530.03500	-434.28
2922.970	531.885000	2921.05	2924.90	530.03500	533.73400	-432.21
2926.820	535.420000	2924.90	2928.75	533.73400	537.10700	-424.74
2930.680	538.600000	2928.75	2932.60	537.10700	540.09300	-416.07
2934.530	541.660000	2932.60	2936.45	540.09300	543.22700	-418.03
2938.380	545.015000	2936.45	2940.30	543.22700	546.80300	-427.17
2942.220	548.469000	2940.30	2944.15	546.80300	550.13500	-420.96
2946.070	551.692000	2944.15	2948.00	550.13500	553.24900	-415.23
2949.930	554.656000	2948.00	2951.85	553.24900	556.06300	-407.86
2953.780	557.433000	2951.85	2955.70	556.06300	558.80200	-405.20
2957.620	560.131000	2955.70	2959.55	558.80200	561.46100	-403.08
2961.470	562.763000	2959.55	2963.40	561.46100	564.06500	-400.84
2965.320	565.375000	2963.40	2967.25	564.06500	566.68600	-400.96
2969.180	568.015000	2967.25	2971.10	566.68600	569.34400	-401.98
2973.030	570.671000	2971.10	2974.95	569.34400	571.99800	-400.97
2976.880	573.371000	2974.95	2978.80	571.99800	574.74500	-403.50
2980.720	576.146000	2978.80	2982.65	574.74500	577.54800	-404.53
2984.570	578.931000	2982.65	2986.50	577.54800	580.31400	-402.97
2988.430	581.700000	2986.50	2990.35	580.31400	583.08600	-403.22
2992.280	584.422000	2990.35	2994.20	583.08600	585.75800	-398.73
2996.120	587.460000	2994.20	2998.05	585.75800	589.16100	-414.07
2999.970	591.207000	2998.05	3001.90	589.16100	593.25400	-427.39
3003.820	595.182000	3001.90	3005.75	593.25400	597.10900	-423.63
3007.680	598.986000	3005.75	3009.60	597.10900	600.86200	-421.74
3011.530	602.811000	3009.60	3013.45	600.86200	604.76000	-423.15
3015.380	606.689000	3013.45	3017.30	604.76000	608.61900	-421.89
3019.220	610.337000	3017.30	3021.15	608.61900	612.05500	-413.49
3023.070	613.543000	3021.15	3025.00	612.05500	615.03000	-402.79
3026.930	616.455000	3025.00	3028.85	615.03000	617.87900	-399.16
3030.780	619.394000	3028.85	3032.70	617.87900	620.90800	-403.16
3034.620	622.502000	3032.70	3036.55	620.90800	624.09600	-403.90
3038.470	626.371000	3036.55	3040.40	624.09600	628.64600	-425.56
3042.320	631.327000	3040.40	3044.25	628.64600	634.00800	-438.68
3046.180	636.477000	3044.25	3048.10	634.00800	638.94700	-432.07
3050.030	641.378000	3048.10	3051.95	638.94700	643.80900	-431.67
3053.880	646.435000	3051.95	3055.80	643.80900	649.06100	-435.95
3057.720	651.856000	3055.80	3059.65	649.06100	654.65100	-441.38
3061.570	657.162000	3059.65	3063.50	654.65100	659.67300	-432.93
3065.430	661.980000	3063.50	3067.35	659.67300	664.28600	-427.54
3069.280	666.505000	3067.35	3071.20	664.28600	668.72500	-424.38
3073.120	670.962000	3071.20	3075.05	668.72500	673.20000	-425.19
3076.970	675.206000	3075.05	3078.90	673.20000	677.21200	-416.91
3080.820	679.091000	3078.90	3082.75	677.21200	680.97000	-411.95
3084.680	682.788000	3082.75	3086.60	680.97000	684.60700	-409.67
3088.530	686.296000	3086.60	3090.45	684.60700	687.98500	-404.39
3092.380	689.655000	3090.45	3094.30	687.98500	691.32600	-403.41
3096.220	693.035000	3094.30	3098.15	691.32600	694.74500	-403.47
3100.070	696.545000	3098.15	3102.00	694.74500	698.34600	-406.20
3103.930	700.148000	3102.00	3105.85	698.34600	701.95000	-405.53
3107.780	703.884000	3105.85	3109.70	701.95000	705.81800	-410.34
3111.620	707.834000	3109.70	3113.55	705.81800	709.85000	-413.07
3115.470	711.926000	3113.55	3117.40	709.85000	714.00100	-413.19
3119.320	716.497000	3117.40	3121.25	714.00100	718.99400	-424.46
3123.180	721.561000	3121.25	3125.10	718.99400	724.12800	-428.37
3127.030	726.492000	3125.10	3128.95	724.12800	728.85600	-422.73
3130.880	730.996000	3128.95	3132.80	728.85600	733.13600	-415.60
3134.720	735.332000	3132.80	3136.65	733.13600	737.52700	-415.08
3138.570	739.973000	3136.65	3140.50	737.52700	742.41900	-433.65
